login_frequency,session_duration,app_visits,pages_viewed,cart_activity,email_open_rate,feature_usage_score,last_login_days,purchase_count,total_spend,avg_order_value,purchase_frequency,last_purchase_days,payment_failures,refund_count,subscription_status,churn,region_Europe,region_North America,region_South America,plan_type_Enterprise,plan_type_Pro
63,228.0,45,15,10,0.7472975575598568,7.974356250753595,13,43.0,3185.779431326717,74.08789375178411,4,1,1,1,1,0,0,0,1,0,1
62,91.0,15,297,6,0.0479138679133337,7.617260946761141,47,32.0,4172.216800498962,130.38177501559255,8,118,2,4,0,1,0,1,0,0,1
99,101.0,3,115,9,0.9485203275139152,8.176031250849665,6,18.0,4000.8160865482464,222.26756036379143,1,92,3,4,0,1,1,0,0,0,0
7,184.0,11,155,9,0.7111600875277662,3.424761003966145,35,17.0,1733.8511458266614,101.99124387215656,15,112,3,4,1,1,0,1,0,0,0
27,248.0,46,280,19,0.0067965485861117,8.98697521677239,49,34.0,1305.457019913726,38.39579470334488,18,58,1,9,0,1,0,0,1,0,0
92,269.0,30,433,17,0.763856500200214,2.2357303762744394,23,39.0,2158.162981323235,55.337512341621405,1,79,1,0,1,0,1,0,0,0,1
86,172.0,40,387,19,0.5140819207661853,4.027111540440238,26,7.0,2341.534308600097,334.5049012285853,11,55,3,5,1,0,0,0,1,0,0
14,57.0,18,105,8,0.7793651703351198,6.280733070706086,36,42.0,1208.022662663853,28.76244434913936,2,81,1,1,1,0,0,1,0,0,0
71,125.0,48,466,14,0.5224968088905885,1.9261457950780057,37,35.0,4474.0433880213495,127.82981108632428,1,26,3,6,1,1,0,1,0,0,1
86,234.0,2,238,3,0.6410248576353547,7.571171689987824,29,30.0,2717.313832880224,90.57712776267412,12,84,1,3,1,1,0,0,1,0,0
5,156.0,32,211,7,0.7863316553950405,4.485214433831275,26,12.0,4892.437516846312,407.70312640385936,16,25,1,4,1,0,0,0,0,0,1
55,72.0,8,221,8,0.4051080545878567,8.0596509904756,38,35.0,4051.9887124508537,115.7711060700244,10,77,3,4,1,1,0,0,0,0,0
2,22.0,22,15,12,0.002708149820452,5.436066570261425,14,11.0,2782.9672533558105,252.9970230323464,18,33,4,4,1,1,0,1,0,0,0
62,198.0,6,121,8,0.8499464959451885,2.627870719828027,25,44.0,4735.730987940353,107.63024972591712,15,89,3,1,1,0,0,1,0,0,0
91,151.0,12,385,3,0.3808903626246626,7.612856302198099,0,4.0,2529.3253273255823,632.3313318313956,17,72,0,4,1,1,0,0,0,0,1
21,217.0,47,388,16,0.496042726016583,3.269295602550492,55,25.0,4436.661497468165,177.4664598987266,10,69,1,2,1,1,0,0,0,1,0
79,123.0,40,456,15,0.0077666421539687,5.417292711412386,3,48.0,1797.1424581670694,37.44046787848061,3,6,2,3,1,0,0,0,1,1,0
21,31.0,36,332,14,0.492092010350098,1.6797994224121684,28,32.0,1899.425493186429,59.35704666207592,16,23,1,1,1,0,0,0,1,0,0
10,223.0,15,115,2,0.9864874015717296,6.56079988970833,56,20.0,2096.4721080249465,104.82360540124732,6,116,0,3,0,1,0,0,0,0,1
87,180.0,28,148,19,0.2782676608187696,6.992719895946495,0,31.0,2737.6619732567983,88.31167655667092,3,30,2,8,1,1,0,0,1,0,0
58,63.0,49,308,4,0.3954182702423781,4.408067889755052,42,4.0,2771.916448292132,692.979112073033,9,78,2,7,1,1,0,0,1,0,0
39,135.0,45,410,4,0.6871899964686766,9.589805022889664,49,38.0,2487.0306191686504,65.4481741886487,11,54,3,2,0,0,1,0,0,1,0
5,286.0,18,105,19,0.8147936675236587,8.867520293338615,45,47.0,1536.9448581800057,32.70095442936182,13,87,4,0,0,1,0,0,1,0,0
65,213.0,2,397,14,0.4173916240061003,7.371468241659953,21,1.0,4636.760259306247,4636.760259306247,18,11,3,0,0,0,0,1,0,0,0
13,203.0,13,456,17,0.3096688704012925,7.422868670443684,10,3.0,2947.044625772779,982.3482085909264,4,31,2,5,1,0,0,0,1,0,0
85,178.0,45,461,14,0.9378257999850672,3.271615434479361,9,37.0,2044.618688796059,55.25996456205564,8,6,2,2,1,0,0,0,1,0,0
90,161.0,15,346,1,0.6771449666716692,6.9113370797960405,58,22.0,3259.3730341106548,148.1533197323025,13,11,4,3,1,1,0,0,0,0,0
85,44.0,20,306,12,0.119021304493141,2.783856387119677,16,0.0,3842.154121470928,226.0090659688781,10,77,1,0,1,1,0,1,0,0,1
53,193.0,29,476,3,0.0689278781346486,2.296029015278399,35,14.0,4804.033160258933,343.14522573278094,2,12,4,7,0,1,0,0,1,0,0
82,295.0,42,398,9,0.483549850790369,9.995211047823222,55,41.0,2502.7503197152373,61.04269072476188,8,118,3,0,1,0,0,0,1,1,0
45,66.0,29,425,12,0.2200900660472724,6.601383383258567,46,35.0,569.3715666502864,16.26775904715104,6,66,1,4,1,1,1,0,0,1,0
32,231.0,3,223,9,0.2539847533762535,4.878890853914715,25,13.0,2209.4213491683413,169.95548839756472,16,53,3,5,1,1,0,0,1,0,0
36,151.0,19,463,8,0.8776921788278482,3.593480705955562,47,35.0,2400.0631016528223,68.57323147579493,18,99,4,1,1,1,0,0,1,0,0
81,28.0,3,300,7,0.0895660243163106,6.435283992960047,20,43.0,4486.000450146513,104.3255918638724,17,119,1,6,1,1,1,0,0,0,0
99,273.0,14,31,2,0.7153641152288897,1.4463415739807752,12,2.0,1980.055834630136,990.027917315068,6,36,4,6,1,0,0,0,0,0,1
60,291.0,40,202,15,0.271142253380588,1.8521289145431556,8,47.0,4767.088081786821,101.42740599546428,13,17,0,0,0,0,0,0,1,0,0
11,122.0,4,477,13,0.7603282214041377,1.295710279663567,10,13.0,2430.8082194945305,186.98524765342543,14,28,2,3,0,0,1,0,0,0,1
63,39.0,11,159,8,0.7224113844635446,5.492528499363956,10,16.0,4869.164699884856,304.32279374280347,10,92,1,3,1,0,0,1,0,0,0
21,144.0,31,377,10,0.007391901444293,6.405459662684643,5,18.0,50.90962244350135,2.828312357972297,11,22,2,4,1,0,0,0,0,0,1
52,76.0,43,256,2,0.5091354129215991,1.5623178522203878,0,7.0,4495.08872028367,642.1555314690958,13,102,0,0,1,0,0,1,0,0,0
55,74.0,32,276,4,0.1393194823780463,7.491020207490249,53,45.0,4656.29105519732,103.47313455994043,12,7,1,0,1,0,0,1,0,0,0
26,34.0,27,470,9,0.8662270305786768,3.07355564363108,5,36.0,4805.494469468415,133.48595748523374,9,15,2,6,0,1,1,0,0,1,0
68,46.0,30,260,12,0.8715858828624066,7.166813083928795,12,41.0,75.2519055313281,1.8354123300323928,4,96,2,8,1,0,0,0,1,0,1
34,10.0,43,499,3,0.418345807493758,9.83707426031721,21,30.0,866.7871743860419,28.89290581286806,7,11,1,0,1,0,1,0,0,0,0
52,46.0,2,12,12,0.4443956184510805,7.219952830484661,55,42.0,3272.2848704352486,77.91154453417259,2,24,2,1,1,1,1,0,0,1,0
82,150.0,49,402,11,0.3032829394045271,8.948737476312477,30,41.0,137.1087317581846,3.3441154087362097,7,67,2,5,1,1,1,0,0,0,0
99,241.0,9,325,4,0.716606298960031,9.533786560687606,21,7.0,327.40889092073866,46.77269870296266,9,30,1,5,1,1,1,0,0,1,0
93,145.0,28,85,9,0.3586613630264591,5.38075943517084,36,15.0,1113.1835797302751,74.21223864868502,5,70,2,1,1,0,0,0,0,0,1
52,197.0,31,96,8,0.2677924745226337,7.320924814777362,46,0.0,2567.074446031982,64.17686115079955,15,66,2,8,1,0,0,0,1,0,0
29,137.0,34,279,19,0.4322310595045082,8.667723282002576,26,19.0,2734.0537707413696,143.8975668811247,18,61,3,3,1,0,0,1,0,0,0
38,210.0,15,234,6,0.0914875183874587,4.209480215869475,49,43.0,180.9630027395867,4.208441924176435,4,78,3,6,1,0,0,1,0,0,0
42,136.0,48,27,1,0.7466032046442038,3.352575849043554,51,37.0,860.1325813998404,23.24682652432001,19,41,0,5,0,1,0,0,1,0,1
21,266.0,25,122,6,0.0125964012717869,9.519387155005049,13,2.0,2503.53130993993,1251.765654969965,7,82,3,2,1,0,0,1,0,0,1
42,173.0,36,260,7,0.6444850615205939,7.536731503319362,46,42.0,2973.7636985075924,70.8038975835141,8,51,3,7,1,0,0,0,1,0,0
13,44.0,8,242,6,0.1828645267548724,2.977139200382437,57,48.0,750.5244654662147,15.635926363879472,17,44,0,6,1,1,0,1,0,0,0
64,203.0,9,338,13,0.2324040462144131,5.041750534085021,4,13.0,2000.218645615384,153.8629727396449,13,95,2,8,1,0,1,0,0,1,0
17,200.0,37,288,18,0.6356319986400399,8.168065925840285,57,40.0,4522.963168219592,113.0740792054898,11,13,2,2,0,0,0,1,0,1,0
9,113.0,48,211,4,0.9929434657829072,5.923566918265979,35,41.0,4994.507442360398,121.81725469171704,1,90,3,0,0,0,0,0,1,0,1
41,32.0,45,92,17,0.7777174890725507,6.849568883493001,31,43.0,4936.200129607395,114.79535185133476,2,108,0,1,1,0,0,0,1,0,0
1,274.0,39,134,19,0.2258396322233919,7.783913818405471,33,43.0,4409.555806331493,102.5478094495696,17,12,2,0,1,0,0,0,1,0,0
2,299.0,32,184,11,0.1760247550411338,6.598082699280825,6,31.0,1979.3538388702293,63.85012383452354,5,82,4,4,1,0,0,0,1,0,0
60,269.0,17,78,16,0.8662328702676704,5.860713897299762,41,16.0,3436.005717453173,214.7503573408233,6,9,1,9,1,0,0,0,1,1,0
48,84.0,35,56,12,0.4441839479215043,7.746528559489961,47,42.0,2088.7952166431514,49.73321944388456,7,113,1,1,1,1,0,0,0,0,0
29,81.0,37,381,1,0.1370528028281554,7.548067318889807,9,44.0,3246.149863852772,73.77613326938118,15,85,1,2,0,0,0,0,0,0,1
97,268.0,19,265,12,0.8622114233219381,6.66885160164861,49,6.0,1554.0680301377213,259.0113383562869,19,48,3,7,1,1,0,1,0,0,0
10,197.0,44,224,6,0.8160923529142614,4.238104720437367,16,28.0,3034.9492455155564,108.39104448269843,16,49,1,9,1,1,0,0,1,0,1
58,182.0,29,39,9,0.9839063638971636,4.652308829802444,29,32.0,2623.554897798721,81.98609055621003,13,53,1,4,1,1,0,1,0,0,1
60,299.0,7,290,5,0.909743686712684,9.733946939956876,20,44.0,132.15652640786777,3.0035574183606317,5,56,4,3,1,0,0,0,1,1,0
21,54.0,28,421,2,0.8517903386605417,2.0114733906237325,59,10.0,3955.607489693108,395.5607489693108,3,40,2,4,1,0,0,0,1,0,0
28,70.0,9,491,2,0.0525743978110031,3.416544255275518,12,18.0,69.37018290332652,3.853899050184807,3,107,4,9,1,0,0,0,0,0,0
75,92.0,28,246,17,0.104415369498118,5.431615832839022,0,4.0,1472.8481518439758,368.21203796099394,19,24,3,5,1,0,0,0,0,0,0
34,132.0,6,257,10,0.5689831943041228,8.530567175294072,0,9.0,39.56108661547182,4.39567629060798,14,98,1,6,1,0,1,0,0,1,0
8,25.0,29,377,19,0.5314792462818209,2.4730809735675505,46,7.0,1887.2450523430389,269.60643604900554,16,72,2,8,1,1,0,0,0,1,0
59,75.0,17,34,4,0.4579632144895355,3.492591563121489,32,8.0,325.17103553905514,40.64637944238189,17,108,1,0,0,1,1,0,0,0,1
86,154.0,16,83,18,0.3967893254145842,1.5921839601571508,37,43.0,4568.419724487893,106.24231917413704,4,117,1,3,1,0,1,0,0,0,1
72,171.0,23,215,18,0.4312104848643289,7.3538673944573665,24,7.0,2084.2396828627143,297.7485261232449,13,33,3,8,1,1,1,0,0,0,1
49,243.0,31,499,14,0.5692979341347952,3.143884919280545,25,41.0,2302.883916573406,56.16790040422942,8,23,1,4,1,0,1,0,0,0,0
79,153.0,3,323,15,0.0020765176000812,4.498072756038554,12,40.0,1755.7526780933658,43.89381695233415,19,77,0,7,1,0,1,0,0,1,0
17,197.0,21,103,8,0.2607087741328522,4.99331302326701,58,3.0,3141.2557094668136,1047.085236488938,5,54,2,0,1,1,0,1,0,0,0
60,22.0,26,384,3,0.5182797206887111,9.0218254204581,27,17.0,3924.196501924837,230.8350883485198,2,53,2,3,1,0,0,0,0,0,0
87,193.0,36,136,14,0.7222160986736462,4.701972612981131,32,2.0,3244.2522478144,1622.1261239071998,15,49,0,8,0,0,1,0,0,0,1
88,120.0,42,434,11,0.1741566923953963,2.3070251792372414,36,15.0,3743.5535207916864,249.57023471944572,2,78,3,0,0,1,0,0,1,0,0
45,299.0,37,34,2,0.546881173787433,5.718834445061089,40,46.0,4530.80858091121,98.49583871546108,11,78,1,0,1,0,0,0,0,0,0
83,224.0,22,343,13,0.7144596838857817,9.666621951837667,29,29.0,4319.097193040429,148.93438596691135,13,80,1,3,1,0,0,0,0,0,1
69,129.0,42,364,16,0.4446276579139047,6.469170769457299,56,48.0,3373.551679240942,70.28232665085297,10,49,2,2,1,1,1,0,0,0,0
32,64.0,12,125,18,0.027081133670051,9.850484984145153,48,22.0,1081.0434348930987,49.1383379496863,3,102,3,6,1,1,0,1,0,0,1
44,36.0,42,57,5,0.4492681584656367,8.56996578044983,47,4.0,3192.137226699225,798.0343066748062,5,60,3,2,1,1,1,0,0,0,0
65,127.0,13,235,3,0.2964448877441531,1.3236918059207152,7,6.0,2535.3546477451496,422.5591079575249,3,103,3,0,1,1,0,1,0,0,0
87,151.0,11,275,6,0.9296496077013284,6.925596358393377,48,38.0,3588.923962741996,94.44536744057883,6,90,1,9,1,0,0,0,1,0,0
8,240.0,16,108,18,0.1246133856783273,3.580901898020953,46,26.0,4166.328925480645,160.24342021079403,13,90,3,1,0,1,0,0,0,0,0
77,62.0,8,468,16,0.6524759555072321,6.036551700802515,55,11.0,3716.180270960223,337.834570087293,10,65,0,9,1,1,0,0,1,0,1
72,242.0,40,20,15,0.0527197663345011,3.514106718381039,0,26.0,4234.340238106814,162.85923992718514,19,32,4,3,0,0,0,1,0,0,0
87,167.0,40,94,14,0.4461704378126965,4.139833749447614,11,17.0,328.693202971709,19.33489429245347,8,79,3,0,1,0,0,1,0,0,1
43,278.0,45,414,7,0.5539794872200806,9.308518405787614,4,24.0,167.78399080494512,6.990999616872713,18,116,4,0,1,1,0,0,1,0,0
1,30.0,2,223,18,0.2979549313168654,2.859788664025348,23,28.0,1299.917832820974,46.42563688646335,3,21,1,7,1,0,0,1,0,0,1
51,62.0,30,182,7,0.4550756355203844,8.866982062232474,5,35.0,4504.323759702055,128.69496456291586,17,18,3,6,1,0,0,0,1,1,0
24,284.0,30,400,17,0.1635537945301873,1.2741202726344714,24,31.0,4120.05966241003,132.90515040032355,8,94,2,7,1,0,0,0,0,0,1
99,290.0,12,218,15,0.3041238494680361,1.8178888453268356,0,13.0,3416.809215998605,262.83147815373883,10,60,1,3,1,0,0,0,1,0,0
24,223.0,10,457,19,0.621106324910203,8.692075372458373,24,35.0,3506.7857505241823,100.1938785864052,2,13,0,5,1,0,0,0,0,0,0
17,40.0,44,391,18,0.3018000558611551,6.675004278182758,0,16.0,3636.085641598481,227.25535259990505,12,24,0,2,0,0,0,0,1,0,0
5,192.0,11,73,9,0.8997430784088717,7.725125242355952,31,0.0,4713.587475418887,314.2391650279258,6,30,4,7,1,0,0,1,0,0,1
20,32.0,15,267,16,0.6284069576409897,2.8847590373966883,41,43.0,4162.633850014712,96.80543837243516,2,2,4,3,1,0,0,0,1,0,0
21,41.0,16,341,12,0.4386490184359845,5.833751100310932,41,18.0,3120.718031264967,173.37322395916485,3,83,2,2,1,1,0,1,0,0,0
58,83.0,17,130,12,0.0387569355541824,7.634973012141743,2,47.0,3331.920021933131,70.89191536027938,17,111,2,3,1,0,0,0,1,0,1
31,19.0,26,307,6,0.4995483352046712,6.645827233092363,48,37.0,1076.5639076849986,29.09632182932429,7,108,0,5,1,1,0,0,1,0,0
11,63.0,2,475,9,0.7647762421250892,5.245288902020885,18,48.0,3290.0209375297995,68.54210286520416,5,111,3,6,1,1,1,0,0,0,1
52,61.0,12,63,1,0.2655575980124136,9.638054077939431,59,48.0,2129.148271968108,44.35725566600225,1,25,0,6,1,0,0,1,0,0,0
15,157.0,26,340,3,0.8067735696487673,7.085416001081008,42,49.0,773.2797343226612,15.781219067809412,8,50,0,3,0,1,1,0,0,0,0
83,169.0,23,281,5,0.2518067660508815,9.16975720217114,28,41.0,4033.9500680404058,98.389026049766,12,14,2,7,1,0,0,1,0,0,1
7,23.0,18,250,17,0.8237463879508005,7.567934604163131,49,27.0,2556.1330280176967,94.67159363028506,14,6,4,6,1,1,1,0,0,0,0
28,187.0,32,252,5,0.0852683416116774,7.619171757379148,1,35.0,4887.350958030213,139.63859880086324,16,76,2,1,1,0,0,0,0,0,1
51,151.0,49,27,16,0.8661837088690295,1.720164427819114,8,45.0,1415.5799788278796,31.457332862841767,10,84,2,7,0,1,0,0,1,0,0
58,31.0,38,492,13,0.4991864509333305,4.235181596685492,55,35.0,2408.543860402333,68.81553886863809,15,87,2,8,0,1,0,1,0,0,0
5,39.0,47,196,10,0.296537589620262,8.725324660476925,16,28.0,2245.497318797652,80.19633281420185,15,30,0,4,1,1,0,1,0,1,0
5,200.0,3,355,18,0.2651132504151487,3.093434759338804,59,39.0,612.6898169385678,15.709995306117122,10,30,3,3,1,0,0,0,1,0,1
94,269.0,38,153,1,0.4320105589303626,2.039552795408196,45,38.0,2136.31524136559,56.21882214119973,7,38,0,3,1,0,0,1,0,0,1
96,151.0,3,271,2,0.999049498103645,3.934954509749141,35,9.0,1444.8917475404153,160.54352750449058,3,58,1,3,0,0,0,1,0,0,0
8,68.0,30,450,10,0.2203273934375825,2.983940964033525,16,12.0,809.9991521210026,67.49992934341688,2,94,2,5,1,1,1,0,0,0,1
64,273.0,1,373,5,0.1032166488789996,9.327593753138396,48,15.0,1417.956364340335,94.53042428935568,6,41,2,3,1,1,0,1,0,0,0
10,21.0,30,440,13,0.5850351687186619,8.81169977801918,11,21.0,1173.925939419296,55.90123521044267,9,94,1,6,0,1,0,0,0,0,0
38,151.0,45,248,18,0.4885424664402571,5.497149072546137,59,35.0,3673.026919719332,104.9436262776952,10,57,2,6,1,1,0,0,0,1,0
96,299.0,32,313,15,0.5241962710633074,1.552094870354812,19,42.0,163.56813951320888,3.894479512219259,4,36,2,4,0,1,0,0,1,0,0
92,257.0,28,307,6,0.6669354175572171,7.431061114838407,49,33.0,3091.1391120869744,93.67088218445376,3,64,2,4,1,0,0,1,0,1,0
81,151.0,21,85,7,0.2671440698706493,6.610705582026381,2,19.0,3805.700096697796,200.30000508935768,9,113,1,9,1,0,0,0,1,0,0
95,84.0,46,197,18,0.9106649953838885,9.734992036556465,42,23.0,2408.8100477801763,104.73087164261636,17,98,0,7,1,1,0,0,0,0,0
8,213.0,13,342,19,0.4356720661222903,6.030579162433392,56,13.0,4658.509250239513,358.34686540303943,14,16,2,6,1,1,0,1,0,0,1
25,58.0,27,397,15,0.1290861951424617,4.0275435106261845,49,44.0,3542.324669230311,80.50737884614342,10,88,3,6,1,0,0,1,0,1,0
73,88.0,36,496,6,0.7422987567339443,5.671195242207002,3,1.0,3742.139020043972,3742.139020043972,13,78,1,5,1,1,0,0,1,0,1
66,250.0,7,255,8,0.6431043526178503,9.813369622640646,16,29.0,992.6981023299426,34.230969045860085,12,90,4,6,1,1,0,0,0,1,0
79,163.0,22,139,12,0.3157434024840371,7.267261892797275,49,24.0,3888.704923436977,162.02937180987402,1,72,1,6,1,1,0,1,0,0,1
50,283.0,10,483,0,0.6215187240340485,7.04778524134346,36,16.0,4162.152733054743,260.13454581592146,19,14,0,9,1,0,0,0,1,0,1
67,151.0,39,324,7,0.2198619563689768,3.1661343075329684,45,25.0,1812.719278145888,72.50877112583552,19,31,1,1,1,0,0,0,0,1,0
49,151.0,15,420,3,0.4448393593405295,7.692422658045559,41,23.0,1074.6817094845264,46.72529171671854,6,66,4,9,1,1,0,0,1,0,0
36,218.0,15,292,2,0.8994125221673253,7.752446465245946,14,28.0,1931.4028892260476,68.97867461521598,13,112,3,1,1,1,1,0,0,0,0
68,97.0,4,88,2,0.1335342331607494,3.855600853983148,32,47.0,3700.643765310685,78.73710138958903,19,68,4,9,1,1,0,1,0,0,0
78,151.0,32,81,12,0.386696449987462,5.353424491516419,15,16.0,2094.018639284827,130.87616495530168,13,65,1,6,1,0,1,0,0,1,0
41,166.0,23,272,7,0.8211424247203473,3.651429996464104,10,43.0,3685.892857371692,85.71843854352771,4,55,4,9,0,1,0,0,0,1,0
89,165.0,6,200,6,0.9694908994061782,3.3283456329185803,54,38.0,576.6870594779128,15.17597524941876,2,84,1,6,0,1,1,0,0,0,0
62,148.0,24,376,0,0.4539261364217959,1.2330646322453664,19,11.0,4031.998435337537,366.54531230341246,15,78,3,6,1,0,1,0,0,0,1
10,130.0,20,384,15,0.5069996201433474,3.566905701879989,37,3.0,1273.505333395363,424.5017777984544,12,40,3,4,0,0,0,0,0,1,0
21,74.0,37,439,5,0.5721719617837697,5.985729548904474,23,15.0,1252.1556486958225,83.47704324638816,7,25,0,0,0,0,0,0,1,0,0
36,116.0,20,72,6,0.9323481416337108,1.014410687941259,53,1.0,2956.001016367265,2956.001016367265,18,25,3,1,0,0,1,0,0,0,1
12,156.0,12,497,11,0.8582067909770298,3.548971754287007,15,7.0,359.8890482774784,51.41272118249691,13,3,2,8,1,1,0,0,1,1,0
91,146.0,33,389,8,0.1706011246216443,8.932692990909251,29,1.0,141.22565615649614,141.22565615649614,17,69,4,7,1,1,1,0,0,0,0
2,171.0,28,21,10,0.436757817847075,6.342837265966248,33,49.0,1312.533039814312,26.78638856763902,4,102,4,7,1,1,0,0,1,0,1
13,109.0,8,150,9,0.4640004281964263,6.470765416728824,0,32.0,2694.9570781667653,84.21740869271142,14,118,1,9,1,1,0,0,0,0,0
53,150.0,1,263,0,0.7890961116487567,4.630278745237179,23,9.0,4539.005767263884,504.3339741404316,13,26,3,0,1,0,1,0,0,1,0
32,92.0,37,52,17,0.6028928826054353,7.0882492914317,23,29.0,4233.711529773462,145.990052750809,3,40,0,5,1,0,0,0,0,1,0
95,186.0,22,26,3,0.654220462029013,2.709394896073232,8,26.0,2457.327835005668,94.51260903867951,18,38,0,8,1,0,1,0,0,1,0
16,207.0,6,72,4,0.9981999076656176,8.368721293457725,21,23.0,194.8894485305289,8.47345428393604,14,38,0,7,1,1,0,0,0,0,0
32,121.0,21,262,8,0.074960043470013,2.0502020794230984,11,45.0,2680.9111458002526,59.57580324000561,15,68,2,2,1,0,0,0,0,1,0
32,65.0,32,474,16,0.223009823533733,6.904012191877984,16,43.0,3526.9300436272247,82.02162892156336,3,7,3,3,1,0,1,0,0,1,0
98,188.0,35,385,2,0.4078959373715468,4.070343932377147,24,29.0,1702.4310172999185,58.70451783792822,1,94,0,2,0,1,1,0,0,0,0
11,195.0,15,301,15,0.3477824030488872,7.727616735242291,27,38.0,564.205883375457,14.847523246722552,17,30,2,5,1,0,1,0,0,1,0
10,151.0,5,478,4,0.0216455613469835,5.94788096139418,14,33.0,1400.0540864962404,42.42588140897698,3,19,4,8,1,1,0,1,0,0,0
15,226.0,46,17,15,0.0917776064711758,5.0711773463084455,29,7.0,3860.228433694392,551.4612048134845,14,103,1,7,1,1,0,0,1,0,1
17,129.0,48,334,2,0.6809532914035762,2.524801618839223,50,12.0,1762.7067230938085,146.89222692448405,3,35,3,9,1,0,0,1,0,0,0
40,184.0,6,99,19,0.8793244633625606,6.731393178559175,26,31.0,4061.7876385216937,131.02540769424817,13,104,3,3,1,0,0,1,0,0,0
18,32.0,25,217,14,0.5142270112659776,9.772928590783716,21,32.0,1604.4120445193043,50.13787639122826,15,33,4,1,0,1,0,0,0,0,0
55,222.0,46,301,2,0.539191079513633,8.430430824163135,9,20.0,826.1396416849525,41.30698208424762,18,33,3,7,1,1,1,0,0,0,1
73,244.0,40,293,19,0.2550934328323794,1.540073733301106,57,17.0,2184.883313972905,128.5225478807591,14,78,3,7,1,0,0,0,1,0,0
25,22.0,29,127,13,0.7678763636337114,4.386064405250719,30,36.0,2266.8498163228032,62.9680504534112,3,38,3,5,0,0,0,0,0,0,1
59,110.0,7,358,15,0.7517945873672564,9.330247082712448,26,3.0,90.3800105611915,30.126670187063837,19,10,3,7,1,0,0,1,0,0,0
78,33.0,40,184,16,0.5883656892176566,5.527393728013193,11,1.0,594.0549128045674,594.0549128045674,8,57,2,8,1,1,1,0,0,0,0
89,20.0,13,85,19,0.2126642865113428,6.959006432273613,45,27.0,932.7808336763592,34.54743828430959,4,28,2,0,1,1,0,0,0,0,1
22,282.0,38,110,17,0.0970182182370894,9.213394110322517,30,47.0,576.8007137195877,12.272355611055058,4,78,1,8,1,1,1,0,0,0,1
30,290.0,18,423,17,0.0642385758571258,8.864152213778926,31,40.0,1714.2151163526055,42.855377908815136,19,100,3,1,1,1,0,0,0,0,0
84,103.0,2,160,13,0.5926960666428778,5.516383379864599,31,33.0,4823.468049528919,146.16569847057332,11,38,4,0,1,1,1,0,0,0,1
85,210.0,8,409,17,0.8250353191428,4.938816723918419,40,20.0,2551.020466252119,127.55102331260596,1,16,0,7,1,1,0,1,0,1,0
44,30.0,11,279,14,0.8583304317809248,4.057233566316284,58,0.0,3141.504559114526,224.3931827938947,8,21,1,7,0,0,0,0,1,0,1
32,220.0,33,467,14,0.4636220743434498,7.47117498846602,44,36.0,1788.3685278299106,49.67690355083085,15,92,0,3,1,1,0,1,0,0,0
51,149.0,38,80,5,0.7842712993067169,3.582881195243889,34,5.0,1624.203930599299,324.8407861198598,1,97,0,7,0,0,0,0,1,0,0
46,110.0,48,189,14,0.9468801963410236,3.2489884578781014,52,23.0,125.5023918558917,5.456625732864857,7,6,3,6,1,1,1,0,0,1,0
21,37.0,27,133,17,0.275170112488068,4.206249051434021,45,45.0,2506.664941823352,55.70366537385227,11,41,4,1,1,1,0,0,0,0,0
99,50.0,20,390,3,0.3979603463807571,2.594935511909128,20,15.0,2423.208943690815,161.547262912721,14,15,0,4,1,1,0,1,0,1,0
32,155.0,12,302,7,0.9314789925966808,7.256078343511906,9,6.0,797.5753236438039,132.92922060730066,16,108,0,9,1,0,0,0,1,0,1
94,265.0,43,294,14,0.3382309673172848,6.54616584397551,15,33.0,3823.976761031451,115.87808366761972,14,3,1,3,1,1,0,1,0,1,0
39,236.0,31,204,2,0.9138762903217964,5.345906807042592,6,19.0,2468.4449082519045,129.9181530658897,12,43,4,2,1,0,0,0,1,0,1
12,245.0,27,408,14,0.9810448622544656,4.512932013353992,3,13.0,1701.5799111062506,130.8907623927885,17,47,4,0,0,0,0,1,0,1,0
47,22.0,32,237,12,0.6618107285744247,9.181562886070584,26,29.0,743.0754560244055,25.623291587048467,14,99,0,4,1,0,0,0,1,0,0
18,219.0,10,440,8,0.8168902895041683,1.2621140649019476,51,6.0,2765.282526585352,460.88042109755867,10,14,4,9,1,1,0,0,1,0,1
21,238.0,3,439,1,0.7495455642210852,7.9219696915656925,54,15.0,3766.5569601831608,251.10379734554405,14,66,1,7,0,0,1,0,0,0,0
13,109.0,45,445,7,0.6995342576155238,9.117186145739998,24,16.0,1417.1767698980086,88.57354811862554,18,29,1,8,1,0,0,0,1,0,0
21,40.0,27,284,19,0.3069310729812325,5.017191214869333,30,24.0,1101.7838143678457,45.90765893199356,9,4,1,6,1,1,1,0,0,0,1
8,25.0,35,470,16,0.0570943379079437,5.956214423235821,10,23.0,2614.455470682239,113.6719769861843,17,26,3,0,1,0,0,0,1,1,0
46,146.0,31,115,12,0.3430517325196506,9.50017319093834,47,48.0,785.1630795249845,16.35756415677051,6,115,0,0,1,0,0,0,0,1,0
7,175.0,15,30,0,0.6669359852039066,2.91049763756963,19,10.0,3336.400799105482,333.6400799105482,8,12,4,0,1,0,0,0,0,0,1
23,109.0,16,73,1,0.1025291982278013,5.681213630062164,35,41.0,3030.66470344171,73.91865130345634,13,2,1,1,1,0,0,0,0,0,0
96,118.0,13,174,14,0.011917982978242,5.272490144153916,53,41.0,444.53942746122885,10.842425060029973,18,17,0,0,1,0,0,0,1,0,0
